0x82002FF0	Enable Season Ticket
0x82088788	TXT_GM_TASK_CONTRACTS_EARN_RENEWALSX
0x820887B0	TXT_GM_TASK_CONTRACTS_EARN_RENEWALS1
0x820887D8	TXT_GM_TASK_CONTRACTS_OWNER_HAPPYX
0x820887FC	TXT_GM_TASK_CONTRACTS_OWNER_HAPPY1
0x82088820	TXT_GMT_CAP_FREE_UP_X_IN_TRADE
0x82088840	TXT_GMT_CAP_FREE_UP_X_TO_Y_IN_TRADE
0x82088A54	TXT_GMT_PLAYOFFS_X_TIMES_IN_Y_YEARS
0x82088A78	TXT_GMT_PLAYOFFS_MAKE_X_PLAYOFFS
0x82088A9C	TXT_GMT_PLAYOFFS_MAKE_1_PLAYOFFS
0x82088AC0	TXT_GMT_PLAYOFFS_ADVANCE_ROUND_X
0x82088AE4	TXT_GMT_PLAYOFFS_SWEEP_ROUND_X
0x82088B54	TXT_GMT_RANKINGS_FINISH_SEASON_X
0x82088B78	TXT_GMT_RANKINGS_FINISH_SEASON_1
0x82088BE4	TXT_GMT_STANDINGS_CLINCH_CONFERENCE
0x82088C08	TXT_GMT_STANDINGS_END_RANK_X
0x82088C28	TXT_GMT_STANDINGS_CLINCH_DIVISION
0x82088C4C	TXT_GMT_STANDINGS_ENDS_X_SEASONS_Y
0x82088C70	TXT_GMT_STANDINGS_FINISH_SEASON_X
0x82088C94	TXT_GMT_STANDINGS_X_RANK_FOR_Y_DAYS
0x82088CB8	TXT_GMT_STANDINGS_FIRST_FOR_Y_DAYS
0x82088CDC	TXT_GMT_DRAFT_POS_X_FROM_Y_ZONE
0x82088CFC	TXT_GMT_DRAFT_DO_X_TRADES_IN_DRAFT
0x82088D20	TXT_GMT_DRAFT_X_FRANCHISE_PLAYERS
0x82088D44	TXT_GMT_DRAFT_X_FRANCHISE_PLAYER
0x82088D68	TXT_GMT_DRAFT_COMPLETE_DRAFT
0x82088D88	TXT_GMT_DEVELOP_X_DRAFTED_ROOKIE_OF_YEAR
0x82088DB4	TXT_GMT_DEVELOP_DRAFT_1_GOALIES_Y_WINS
0x82088DDC	TXT_GMT_DEVELOP_DRAFT_1_SKATERS_Y_POINTS
0x82088E08	TXT_GMT_DEVELOP_GOALIE_IN_ALL_STAR_GAME
0x82088E30	TXT_GMT_DEVELOP_X_ROOKIES_IN_ALL_STAR_GAME
0x82088E5C	TXT_GMT_DEVELOP_1_ROOKIES_IN_ALL_STAR_GAME
0x82088E88	TXT_GMT_DEVELOP_X_PLAYERS_GROW_Y_RATINGS
0x82088EB4	TXT_GMT_DEVELOP_1_DRAFTED_ROOKIE_OF_YEAR
0x82088EE0	TXT_GMT_DEVELOP_DRAFT_X_GOALIES_Y_WINS
0x82088F08	TXT_GMT_DEVELOP_1_PLAYERS_GROW_Y_RATINGS
0x82088F34	TXT_GMT_DEVELOP_DRAFT_X_SKATERS_Y_POINTS
0x82088F60	TXT_GMT_DEVELOP_DRAFT_X_SKATERS_Y_GOALS
0x82088F88	TXT_GMT_DEVELOP_DRAFT_1_SKATERS_Y_GOALS
0x82088FB0	TXT_GMT_SCOUT_X_PERCENT_OF_ROOKIES
0x82088FD4	TXT_GMT_SCOUT_GOALIES_ZONE_X_Y_WEEKS
0x82089020	TXT_GMT_FA_RENEW_X_CONTRACTS
0x8208909C	TXT_GMT_FA_MAKE_X_OFF_SEASON_OFFERS
0x820890C0	TXT_GMT_FA_MAKE_X_OFF_SEASON_OFFER
0x82089118	TXT_GMT_SCOUT_DEFENDERS_ZONE_X_Y_WEEKS
0x82089140	TXT_GMT_SCOUT_FORWARDS_ZONE_X_Y_WEEKS
0x82089168	TXT_GMT_TRADE_CPU_ACCEPT_ONE_COUNTER
0x82089190	TXT_GMT_TRADE_COMPLETE_X_BLOCK_DEALS
0x820891B8	TXT_GMT_TRADE_CPU_ACCEPT_X_COUNTER
0x820891DC	TXT_GMT_TRADE_MAKE_X_OFF_SEASON_OFFERS
0x82089204	TXT_GMT_TRADE_GET_X_ROUND_Y_PICKS
0x82089228	TXT_GMT_TRADE_FOR_XY_RANGE_PLAYER
0x8208924C	TXT_GMT_TRADE_MAKE_X_OFF_SEASON_DEALS
0x82089274	TXT_GMT_TRADE_MAKE_X_OFF_SEASON_DEAL
0x8208929C	TXT_GMT_TRADE_MAKE_X_OFF_SEASON_OFFER
0x820892C4	TXT_GMT_TRADE_COMPLETE_X_BLOCK_DEAL
0x820892E8	TXT_GMT_TRADE_MAKE_X_OFFERS
0x82089304	TXT_GMT_TRADE_MAKE_X_FOR_Y_DEAL
0x82089324	TXT_GMT_TRADE_MAKE_X_OFFER
0x820894CC	TXT_GMT_GAMES_WIN_SEASON_GAMES
0x820894EC	TXT_GMT_GAMES_WIN_SEASON_GAME
0x820895A4	TXT_CALL_FROM_ROOKIE_SCOUT2
0x820895C0	TXT_CALL_FROM_ROOKIE_SCOUT1
0x820895DC	TXT_CALL_FROM_PRO_SCOUT2
0x820895F8	TXT_CALL_FROM_PRO_SCOUT1
0x82089614	TXT_PRO_SCOUT_MSG_ROOKIE_DRAFT
0x82089634	TXT_PRO_SCOUT_MSG_UPDATE_BLOCK
0x82089654	TXT_PRO_SCOUT_MSG_WARN_DEADLINE
0x82089674	TXT_PRO_SCOUT_MSG_STOMPED_TRADE_BLOCK
0x8208969C	TXT_ROOKIE_SCOUT_MSG_NO_ORDERS
0x820896BC	TXT_ROOKIE_SCOUT_MSG_DONE_TRIP
0x820896DC	TXT_PRO_SCOUT_LESS_PHONES
0x820896F8	TXT_PRO_SCOUT_MORE_PHONES
0x82089714	TXT_PRO_SCOUT__NO_TRADE_OK_AGAIN
0x82089738	TXT_PRO_SCOUT_NO_TRADE_TOLD_SO
0x82089758	TXT_PRO_SCOUT_DO_NOT_TRADE_WARN
0x82089778	TXT_BGM_SCOUT_REPORT_STRONG_DRAFT
0x8208979C	TXT_BGM_SCOUT_REPORT_AVERAGE_DRAFT
0x820897C0	TXT_BGM_SCOUT_REPORT_WEAK_DRAFT
0x82089850	TXT_GM_SUMMARY_CONTRACTS
0x82089A70	C:\p4\NHL\RL\nhl\fe\interface\nhlfrontend\dev\source\nhlfrontend\leaguelogic\NameGenerator.cpp
0x82089AD0	NameGenerator
0x82089AE0	DefaultNumContractYears
0x82089AF8	MaxOverallToAccept2WayContract
0x82089B3C	feclass_playercontractlogic
0x82089B58	playercontractlogic
0x82089B8C	TXT_GMT_PLAYOFFS_ADVANCE_FINALS
0x82089BAC	TXT_GMT_PLAYOFFS_SWEEP_FINALS
0x82089C08	TXT_ROOKIE_DRAFT_ROUND
0x82089C20	TXT_TRADE_DEADLINE_1_ROUNDS_LEFT
0x82089C44	TXT_TRADE_DEADLINE_0_ROUNDS_LEFT
0x82089C68	TXT_TRADE_DEADLINE_X_ROUNDS_LEFT
0x82089C8C	TXT_TRADE_DEADLINE_YEAR
0x82089CA4	TXT_ROOKIE_DRAFT_YEAR
0x82089CE0	TXT_GM_TRADED_ABBREV
0x82089D14	LEAGUELOGIC::OrgRosterBrain::OrgRosterData::SpecialTrade
0x82089FD0	TXT_BEGM_ROOKIE_INTRO0
0x82089FE8	TXT_BEGM_ROOKIE_INTRO1
0x8208A000	TXT_BEGM_ROOKIE_INTRO2
0x8208A060	TXT_BEGM_NEW_TEAM_OFF_SEASON0
0x8208A080	TXT_BEGM_NEW_TEAM_OFF_SEASON1
0x8208A0A0	TXT_BEGM_NEW_TEAM_OFF_SEASON2
0x8208A2B8	TXT_RFA_QUAL_GOTO_CONTRACTS
0x8208A5F4	TXT_BEGM_ASST_COACH_PROSPECTS
0x8208A614	TXT_BEGM_ASST_COACH_PROSPECTS2
0x8208A634	TXT_BEGM_ASST_COACH_PROSPECTS3
0x8208A860	TXT_BEGM_PLAYOFF_OVER_BAD0
0x8208A87C	TXT_BEGM_PLAYOFF_OVER_BAD1
0x8208A898	TXT_BEGM_PLAYOFF_OVER_BAD2
0x8208A8B4	TXT_BEGM_PLAYOFF_OVER_GOOD0
0x8208A8D0	TXT_BEGM_PLAYOFF_OVER_GOOD1
0x8208A8EC	TXT_BEGM_PLAYOFF_OVER_GOOD2
0x8208A908	TXT_BEGM_PLAYOFF_WON_CUP0
0x8208A924	TXT_BEGM_PLAYOFF_WON_CUP1
0x8208A940	TXT_BEGM_PLAYOFF_WON_CUP2
0x8208AABC	TXT_BEGM_PLAYOFF_EXP_0
0x8208AAD4	TXT_BEGM_PLAYOFF_EXP_1
0x8208AAEC	TXT_BEGM_PLAYOFF_EXP_2
0x8208AB04	TXT_BEGM_PLAYOFF_EXP_3
0x8208AB1C	TXT_BEGM_PLAYOFF_EXP_4
0x8208AB34	TXT_BEGM_PLAYOFF_EXP_5
0x8208AB94	TXT_PRO_SCOUT_MSG_ASK_DEADLINE
0x8208ADB8	ROOKIE_SCOUT
0x8208ADC8	PRO_SCOUT
0x8208AE18	TXT_GM_CONTRACT_SUMMARY
0x8208B288	LeagueAwardReader::mQueriedTeamAwardIds
0x8208B2B0	LeagueAwardReader::mQueriedTeamAwards
0x8208B51C	LeagueAwardReader::mQueriedPlayerAwardIds
0x8208B548	LeagueAwardReader::mQueriedPlayerAwards
0x8208B588	LeagueContractOfferReader::mContractOffers
0x8208B5E0	%d/protected/competition/%d/freeagent/list?firstresult=%d&numrecords=%d
0x8208B634	DYNAMICRATINGS
0x8208C6E8	EncodeProgressUpdate
0x8208DC18	gOtpCpuOvrRatingReduction
0x8208DFFC	gMudMinOrgForwardsKeepRetire
0x8208E01C	gMudMinOrgDefenseKeepRetire
0x8208E038	gMudMinOrgGoaliesKeepRetire
0x8208E068	gShowDraftPlyrsInSearch
0x8208E1AC	TXT_START_OF_PRESEASON
0x8208E1C4	TXT_PRELIM_PLAYOFF_ROUND_START
0x8208E44C	TXT_TEAM_STANDINGS
0x8208F424	DYNAMIC_RATINGS
0x820916F8	PlayersUnderContract
0x820917CC	topfreeagents
0x82091CE0	TXT_MAX_ROOKIE_CAP
0x82091D94	The Playoffs Have Ended.
0x82091DB0	TXT_PLAYOFF_ROUND_ADVANCED
0x82091DCC	endofseasonAHL
0x82091DDC	endofseason
0x82091E48	SeasonMode
0x82091EB0	PlayoffChampionsX
0x82091F50	notenoughplayersregularseason
0x82091F70	TXT_START_OF_SEASON
0x82091F84	TodayIsProspectsGame
0x820927F0	PlayoffFile
0x82092860	DynastyFile
0x82092940	db\dynamic_ratings.db
0x8209344C	LeagueFreeAgentsReader::LocalPlayerID
0x82093474	LeagueFreeAgentsReader::PlayerInfo
0x820964C0	PLAYOFFS
0x82096774	TeamStandings
0x820B291C	IsDegenerate
0x820B5924	PlayoffOrTournamentWin
0x820B593C	PlayoffOrTournamentLose
0x820B97DC	gGoodBlockerRating
0x820B97F0	SHOTBLOCKING rating must be >= than this to be considered good
0x820B9B88	trigger_STATS_LEAGUE_STANDINGS
0x820B9C40	trigger_STATS_BAP_PROSPECTS_TYPE
0x820B9C64	trigger_STATS_BAP_PROSPECTS_PERF
0x820B9C88	trigger_STATS_BAP_DRAFT
0x820B9F20	trigger_PENALTY_GOAL_AWARDED
0x820BBEB8	ch_introNIStunnelStanding_v
0x820BCD98	sfx_introNIStunnelStanding
0x820BE830	ch_playoffChant_v
0x820C9208	GameEvent::NetBattleInProgress
0x820CC55C	GrowthTimeGameState
0x820CC5A8	MaxGrowth
0x820CC5DC	GrowthTime
0x820CE610	mSimulationContext
0x820CEBDC	PotentialPenalty
0x820CF370	gMudRandomDraftMaxDraftRound
0x820CF3D0	gMudMaxFreeAgentDownload
0x820CF454	gEnableSeasonTicket
0x820E2074	JoinInProgress
0x820E9E1C	DYNAMICMESSAGE_TYPE_SEASONPASS_EXPIRED
0x820E9E44	DYNAMICMESSAGE_TYPE_SEASONPASS_EXPIRES_SOON
0x820E9E70	DYNAMICMESSAGE_TYPE_SEASONPASS_NEVER
0x820EA020	SEASONPASS_EXPIRED
0x820EA034	SEASONPASS_EXPIRES_SOON
0x820EA04C	SEASONPASS_NEVER
0x820F15CC	LoadClubAwards
0x820F21D0	MODE_SEASONAL_CLUB
0x820F21E4	MODE_SEASONAL_USER
0x820F283C	SEASONALPLAY_AWARD_HISTORICAL_FALSE
0x820F2860	SEASONALPLAY_AWARD_HISTORICAL_TRUE
0x820F2884	SEASONALPLAY_AWARD_HISTORICAL_ANY
0x820F28A8	SEASONALPLAY_TOURNAMENTRULE_ONE_ATTEMPT
0x820F28D0	SEASONALPLAY_TOURNAMENTRULE_RETRY_ON_LOSS
0x820F28FC	SEASONALPLAY_TOURNAMENTRULE_UNLIMITED
0x820F2924	SEASONALPLAY_TOURNAMENT_STATUS_WON
0x820F2948	SEASONALPLAY_TOURNAMENT_STATUS_ELIMINATED
0x820F2974	SEASONALPLAY_TOURNAMENT_STATUS_NONE
0x820F2998	SEASONALPLAY_SEASON_STATE_BLACKOUT
0x820F29BC	SEASONALPLAY_SEASON_STATE_PLAYOFF
0x820F29E0	SEASONALPLAY_SEASON_STATE_REGULARSEASON
0x820F2A08	SEASONALPLAY_SEASON_STATE_NONE
0x820F2A28	SEASONALPLAY_MEMBERTYPE_CLUB
0x820F2A48	SEASONALPLAY_MEMBERTYPE_USER
0x820F2A68	OSDK_playoffDivision
0x820F2B58	OSDK_LV3_FILTER_RATING
0x820F40A0	OSDKSeasonalPlayComponent
0x820F40D8	registerForSeason
0x820F40EC	getSeasonsRankingInfo
0x820F4104	getSeasonId
0x820F4110	getSeasonDetails
0x820F4124	getSeasonConfiguration
0x820F413C	getMySeasonDetails
0x820F4150	getAwardsForSeason
0x820F4164	getAwardsForMember
0x820F4178	getAwardConfiguration
0x820F4190	OSDKSEASONALPLAY_ERR_GENERAL
0x820F41B0	OSDKSEASONALPLAY_ERR_DB
0x820F41C8	OSDKSEASONALPLAY_ERR_CONFIGURATION_ERROR
0x820F41F4	OSDKSEASONALPLAY_ERR_INVALID_PARAMS
0x820F4218	OSDKSEASONALPLAY_ERR_SEASON_NOT_FOUND
0x820F4240	OSDKSEASONALPLAY_ERR_NOT_REGISTERED
0x820F4264	OSDKSEASONALPLAY_ERR_ALREADY_REGISTERED
0x820F4694	AlreadyAwarded
0x820F471C	RatingOutOfBound
0x820F4D7C	LoginStateCheckSeasonTicketStatus
0x820F57D4	rating
0x820F6248	SeasonalPlay
0x820F62FC	Award
0x820F6304	Blaze::OSDKSeasonalPlay::Award
0x820F6348	AwardConfiguration
0x820F635C	Blaze::OSDKSeasonalPlay::AwardConfiguration
0x820F63AC	AwardSummary
0x820F63BC	Blaze::OSDKSeasonalPlay::AwardSummary
0x820F6414	Blaze::OSDKSeasonalPlay::Division
0x820F6474	Blaze::OSDKSeasonalPlay::DivisionStartingRank
0x820F64C8	SeasonDetails
0x820F64D8	Blaze::OSDKSeasonalPlay::SeasonDetails
0x820F6522	O MySeasonDetails
0x820F6534	Blaze::OSDKSeasonalPlay::MySeasonDetails
0x820F6582	O@GetAwardsForMemberRequest
0x820F65A0	Blaze::OSDKSeasonalPlay::GetAwardsForMemberRequest
0x820F65F6	OPGetAwardsForSeasonRequest
0x820F6614	Blaze::OSDKSeasonalPlay::GetAwardsForSeasonRequest
0x820F666C	GetSeasonIdRequest
0x820F6680	Blaze::OSDKSeasonalPlay::GetSeasonIdRequest
0x820F66D0	GetSeasonIdResponse
0x820F66E4	Blaze::OSDKSeasonalPlay::GetSeasonIdResponse
0x820F6738	RegisterForSeasonRequest
0x820F6754	Blaze::OSDKSeasonalPlay::RegisterForSeasonRequest
0x820F67AC	GetSeasonDetailsRequest
0x820F67C4	Blaze::OSDKSeasonalPlay::GetSeasonDetailsRequest
0x820F681C	GetMySeasonDetailsRequest
0x820F6838	Blaze::OSDKSeasonalPlay::GetMySeasonDetailsRequest
0x820F7844	OSDK_TOLLBOOTH_SEASON_TICKET_USE_CONSUMABLE
0x820F7870	OSDK_TOLLBOOTH_PURCHASE_SEASON_TICKET_ON_CONSOLE
0x820F78A4	OSDK_TOLLBOOTH_SHOW_SEASON_TICKET_AT_LOGIN
0x820F78D4	OSDK_TOLLBOOTH_SEASON_TICKET_ENABLED
0x820F83F0	media_rating.ratings
0x820F8C77	pSeasonalPlayFacadeConcrete
0x820F9948	ONLINEPASS_ERROR_SEASON_TICKET_NOT_AVAILABLE_IN_STORE
0x820F9BDC	.ratings
0x820F9CE8	avg_rating
0x820FA440	widget-full.meta-data.credit-award
0x820FA728	/personas/$u/media/%u/ratings;full
0x820FADE4	SPLoadAwardsMember
0x820FADF8	SPLoadAwardConfig
0x820FAE0C	SeasonalPlayLoadConfiguration
0x820FAE2C	SeasonalPlayLoadSeasonId
0x820FAE48	SeasonalPlayLoadSeasonDetails
0x820FAE68	SeasonalPlayLoadMySeasonDetails
0x820FAE88	SeasonalPlayRegisterForSeason
0x820FAEA8	SeasonalPlayLoadRanking
0x820FAEC0	SeasonConfiguration::mDivisions
0x820FAF04	SeasonConfiguration
0x820FAF18	Blaze::OSDKSeasonalPlay::SeasonConfiguration
0x820FAF48	SeasonRankingInfo::mDivisionStartingRanks
0x820FAF98	SeasonRankingInfo
0x820FAFAC	Blaze::OSDKSeasonalPlay::SeasonRankingInfo
0x820FAFD8	GetAwardConfigurationResponse::mAwards
0x820FB022	O0GetAwardConfigurationResponse
0x820FB044	Blaze::OSDKSeasonalPlay::GetAwardConfigurationResponse
0x820FB07C	GetAwardsResponse::mAwardSummaryList
0x820FB0A4	GetAwardsResponse::mAwardList
0x820FB0E6	O`GetAwardsResponse
0x820FB0FC	Blaze::OSDKSeasonalPlay::GetAwardsResponse
0x820FB128	GetSeasonConfigurationResponse::mInstanceConfigList
0x820FB17E	OpGetSeasonConfigurationResponse
0x820FB1A0	Blaze::OSDKSeasonalPlay::GetSeasonConfigurationResponse
0x820FB1D8	GetSeasonsRankingInfoResponse::mSeasonRankingInfoList
0x820FB234	GetSeasonsRankingInfoResponse
0x820FB254	Blaze::OSDKSeasonalPlay::GetSeasonsRankingInfoResponse
0x820FBA98	LoadAwardsForSeasonStrategy
0x820FBAB4	SPLoadAwardsSeason
0x820FC830	TRADEID_LOWER
0x820FC840	TRADEID_UPPER
0x820FC8B0	TO_TRADE_PILE
0x820FCAF8	IS_TRADEABLE
0x820FCB48	CONTRACT_REMAINING
0x820FCB70	OVERALL_RATING
0x820FCE48	POTENTIAL_RATING
0x820FD15C	HUT_CONTRACT
0x820FD200	STAFF CONTRACT
0x820FD21C	PLAYOFFS_AVAILABLE
0x820FD788	IS_PLAYOFF
0x820FD7A0	Contract
0x820FD7AC	ContractExtension
0x820FF3E0	Overall Rating Swap Limit
0x820FF3FC	gHUT_OverallRatingSwapLimit
0x820FF490	MaxContractToAllowApply
0x820FF4A8	HUT/Contract/
0x820FF4B8	gHUT_MaxContractToAllowApply
0x820FFBF0	OFFERTRADE_CREDITS_INTERVAL
0x820FFC0C	OFFERTRADE_CREDITS_MAXIMUM
0x820FFC28	OFFERTRADE_CREDITS_MINIMUM
0x820FFF60	SQUAD_POTENTIAL
0x820FFF9C	RATING_OVERALL
0x821002B0	UpdateProgress
0x821002CC	PACK_AWARDED
0x82100424	RELIABILITY_RATING
0x82100468	TALK_RATING
0x8210077C	CARDS_CB_ERR_TRADE_MISMATCH
0x82100798	CARDS_CB_ERR_TRADE_CARD_ALREADY_OFFERED
0x82100844	CARDS_CB_ERR_TRADE_INACTIVE
0x82100860	CARDS_CB_ERR_TRADE_YOUR_CARD
0x82100880	CARDS_CB_ERR_TRADE_CLOSED
0x8210089C	CARDS_CB_ERR_TRADE_CANCELED
0x821008B8	CARDS_CB_ERR_NO_TRADE_EXISTS
0x82101840	CONTRACTS
0x82101948	SQUAD_RATING
0x82101CD8	ISCancelTrade
0x82102140	EVENT_CARDS_WATCHTRADE_SUCCESS
0x82102160	EVENT_CARDS_WATCHTRADE_FAILURE
0x82102228	EVENT_CARDS_VIEW_TRADE_FAILURE
0x82102D48	SEASON_REDCARDS
0x82102D58	SEASON_YELLOWCARDS
0x821030A0	DEVELOPMENT_CARD {%d}
0x821031F8	HUT_ONE_OR_MORE_CONTRACTS_HAVE_EXPIRED_ON_LINE
0x8210329C	IsCurrentUserAwardedFreePack
0x82103630	CardsViewTrade
0x82103650	CardsOfferTrade
0x82103660	CardsSearchForOwnTrades
0x821037E4	CardsSearchDevelopmentCard
0x82104428	ISViewTrade
0x82104550	PLAYOFF_TROPHIES_EARNED
0x8210477C	ISWatchTrade
0x82104948	DebugResetUserBonusAwards
0x821049A4	EVENT_CARDS_VIEW_TRADE_SUCCESS
0x82104F28	HUT/Potential
0x82104F38	gHUT_PotentialPerCard
0x82104F80	gHUT_PotentialMethod
0x82104F98	HUT/CardOverall
0x82104FA8	gCardOverallWeights_Goalie
0x82104FC4	gCardOverallWeights_Forwards
0x82104FE4	gCardOverallWeights_Defense
0x821055D8	CARDHOUSE_CARD_PACK_TYPE_REWARD_SEASON_TICKET
0x82105858	TRNMNT_STATUS_INPROGRESS
0x821059FC	CARDHOUSE_TOURNAMENTTYPE_PLAYOFF
0x82105D18	COLLECTION_SEARCH_TYPE_CONTRACT
0x82105D58	COLLECTION_SEARCH_TYPE_PLAYOFF_TROPHY
0x82105F34	COLLECTION_SEARCH_TYPE_DEVELOPMENT
0x82106100	CAT_CONTRACT
0x821062C4	ATYP_DEVELOPMENT
0x82106660	CARDHOUSE_STICKERBOOK_STAT_RESULT_TYPE_CONSUMABLES_CONTRACT
0x821066D0	CARDHOUSE_STICKERBOOK_STAT_RESULT_TYPE_TROPHIES_PLAYOFF
0x821070CC	CARDHOUSE_STAT_CONTEXT_SEASON
0x82107184	CARDHOUSE_GIS_PLAYOFFS_WON
0x821073CC	SCENARIOMODE_DIFFICULTY_ROOKIE
0x82107584	CARDHOUSE_REWARD_FLAG_SEASON_TICKET
0x8210779C	CARDHOUSE_LOGEVENT_CARD_CONTRACT_EXPIRED
0x82107A4C	CARDHOUSE_OS_START_TRADE_STATE_NOT_FOUNT
0x82107A78	CARDHOUSE_OS_START_TRADE_STATE_DOESNOT
0x82107AA0	CARDHOUSE_OS_START_TRADE_STATE_WANTS
0x82107AC8	CARDHOUSE_OS_START_TRADE_STATE_INVALID
0x82107FA4	CARDHOUSE_DBID_CREDIT_AWARD_PACKS
0x821080D4	CARDHOUSE_DBID_DEVELOP
0x82108E28	CARDHOUSE_CARDASSET_UNLOCK_CREDIT_AWARD_PACK
0x82109250	CARDHOUSE_CARDASSET_DEV_STAFF_CONTRACT
0x82109278	CARDHOUSE_CARDASSET_DEV_PLAYER_CONTRACT
0x8210936C	CARDHOUSE_GP_GOLD_RATING
0x82109388	CARDHOUSE_GP_SILVER_RATING
0x821093A4	CARDHOUSE_GP_BRONZE_RATING
0x8210A6AC	CARDHOUSE_OFFERSTATE_TRADECLOSED
0x8210A788	CARDHOUSE_TRADESTATE_CLOSED
0x8210A7A4	CARDHOUSE_TRADESTATE_EXPIRED
0x8210A7C4	CARDHOUSE_TRADESTATE_CANCELED
0x8210A7E4	CARDHOUSE_TRADESTATE_ACTIVE
0x8210A800	CARDHOUSE_TRADESTATE_INVALID
0x8210AF58	CARDHOUSE_CARD_SUBTYPE_CONTRACT_STAFF
0x8210AF80	CARDHOUSE_CARD_SUBTYPE_CONTRACT_PLAYER
0x8210AFA8	CARDHOUSE_CARD_SUBTYPE_UNLOCKS_TROPHY_PLAYOFF
0x8210B8A8	CARDHOUSE_CARD_TYPE_DEVELOPMENT
0x82110588	debugResetUserBonusAwards
0x821107F0	isWatchTrade
0x821108A0	isViewTrade
0x821108B8	isOfferTrade
0x82110DDC	CARDHOUSE_ERR_TRADE_MISMATCH
0x82110E88	CARDHOUSE_ERR_TRADE_CARD_ALREADY_OFFERED
0x82110EB4	CARDHOUSE_ERR_TRADE_INACTIVE
0x82110F0C	CARDHOUSE_ERR_NO_SUCH_TRADE
0x82110F28	CARDHOUSE_ERR_TRADE_CANCELED
0x82110F48	CARDHOUSE_ERR_TRADE_CLOSED
0x82110F64	CARDHOUSE_ERR_TRADE_YOUR_CARD
0x82112878	ISViewTradeRequest
0x8211288C	Blaze::CardHouse::ISViewTradeRequest
0x821128D8	ISOfferTradeResponse
0x821128F0	Blaze::CardHouse::ISOfferTradeResponse
0x82112ABF	@ISWatchTradeRequest
0x82112AD4	Blaze::CardHouse::ISWatchTradeRequest
0x82112B1F	PISWatchTradeResponse
0x82112B38	Blaze::CardHouse::ISWatchTradeResponse
0x82113D87	PDebugResetUserBonusAwardsRequest
0x82113DAC	Blaze::CardHouse::DebugResetUserBonusAwardsRequest
0x82113E03	 DebugResetUserBonusAwardsResponse
0x82113E28	Blaze::CardHouse::DebugResetUserBonusAwardsResponse
0x82115398	ISOfferTradeRequest::mCardList
0x821153DC	ISOfferTradeRequest
0x821153F0	Blaze::CardHouse::ISOfferTradeRequest
0x82115498	ISWatchListResponse::mTradeResults
0x8211551C	ISRemoveWatchRequest::mTradeIdList
0x821155A4	ISWatchRemoveGlowRequest::mTradeIdList
0x82116234	StaffContractBio
0x82116254	PlayerContractBio
0x821165DC	ISTradeInfo
0x821165E8	Blaze::CardHouse::ISTradeInfo
0x821166C8	ISViewTradeResponse
0x821166DC	Blaze::CardHouse::ISViewTradeResponse
0x821168F8	star_rating
0x82116B94	gHutEndOfGamePlayoffAsRegular
0x82116BB4	Playoff logic is the same as regular tournament
0x82116C54	gRatingDiffMult
0x82116C64	RatingDiffMult
0x821604B4	SEASON_STATE_END_HELD
0x821604CC	SEASON_STATE_END_HELD_EARLY
0x821604E8	SEASON_STATE_END_RELEGATED
0x82160504	SEASON_STATE_END_RELEGATED_EARLY
0x82160528	SEASON_STATE_END_PROMOTED
0x82160544	SEASON_STATE_END_PROMOTED_EARLY
0x82160564	SEASON_STATE_END_TITLE
0x8216057C	SEASON_STATE_END_TITLE_EARLY
0x8216059C	SEASON_STATE_MID
0x821605B0	SPORTSSEASONS_GAME_RESULT_OTL
0x821605D0	SPORTSSEASONS_GAME_RESULT_TIE
0x821605F0	SPORTSSEASONS_GAME_RESULT_LOSS_DNF_OT
0x82160618	SPORTSSEASONS_GAME_RESULT_LOSS_DNF
0x8216063C	SPORTSSEASONS_GAME_RESULT_LOSS
0x8216065C	SPORTSSEASONS_GAME_RESULT_WIN
0x8216067C	SPORTSSEASONS_GAME_RESULT_INVALID
0x821606A0	SPORTSSEASONS_MEMBERTYPE_CLUB
0x821606C0	SPORTSSEASONS_MEMBERTYPE_USER
0x82161F68	SPORTSCUPS_ERR_SEASON_NOT_FOUND
0x82161FA0	SportsSeasonsComponent
0x82161FDC	getSeasonConfig
0x82161FFC	getOverallSeasonInfo
0x82162028	getCurrentSeasonInfo
0x82162054	SPORTSSEASONS_ERR_GENERAL
0x82162070	SPORTSSEASONS_ERR_INVALID_SEASON_ID
0x82162094	SPORTSSEASONS_ERR_INVALID_MEMBER_TYPE
0x821620BC	SPORTSSEASONS_ERR_NOT_REGISTERED
0x821620E0	SPORTSSEASONS_ERR_ALREADY_REGISTERED
0x82162108	SPORTSSEASONS_ERR_INVALID_DIVISION_ID
0x82162974	Blaze::SportsSeasons::Division
0x821629C8	Blaze::SportsSeasons::DivisionGroup
0x82162A10	Blaze::SportsSeasons::Cup
0x82162A5C	Blaze::SportsSeasons::CupResults
0x82162AAC	Blaze::SportsSeasons::Trophy
0x82162AEF	 GetSeasonConfigRequest
0x82162B08	Blaze::SportsSeasons::GetSeasonConfigRequest
0x82162B5B	0CurrentSeasonInfo
0x82162B70	Blaze::SportsSeasons::CurrentSeasonInfo
0x82162BBB	@GetCurrentSeasonInfoRequest
0x82162BD8	Blaze::SportsSeasons::GetCurrentSeasonInfoRequest
0x82162C2F	`GetOverallSeasonInfoRequest
0x82162C4C	Blaze::SportsSeasons::GetOverallSeasonInfoRequest
0x82162CB0	Blaze::SportsSeasons::RecentGame
